18:08:43   27.08.2018             Programme Climap                  MeteoSuisse
Heures en UTC 0040 (UTC)  =  01:40 heures Heure d'hiver  =  02:40 heures Heure d'été
Période: 01.01.1753 00:00  -  01.12.2018 00:00 UTC 32767 -> Valeur manquante
nombre de stations  1
    58	Genève / Cointrin        411 m s.m.	498905/ 122632
nombre de paramètres  2
  1802  température de l'air à 2 m du sol; moyenne mensuelle homogène  [°C]
  1649  température de l'air à 2 m du sol; déviation de la moyenne mensuelle homogène par rapport à la norme 6190  [°C]

  STA JAHR MO TG HH MM  1802  1649
   58 2013  5  1  0  0  11.5  -1.5 
   58 2013  6  1  0  0  17.0   0.5 
   58 2013  7  1  0  0  21.5   2.4 
   58 2013  8  1  0  0  20.0   1.8 
   58 2013  9  1  0  0  15.9   1.0 
   58 2013 10  1  0  0  12.8   2.7 
   58 2013 11  1  0  0   5.9   0.9 
   58 2013 12  1  0  0   1.5  -0.3 
   58 2014  1  1  0  0   4.1   3.3 
   58 2014  2  1  0  0   4.8   2.5 
   58 2014  3  1  0  0   7.8   2.7 
   58 2014  4  1  0  0  11.8   3.0 
   58 2014  5  1  0  0  13.5   0.5 
   58 2014  6  1  0  0  19.1   2.6 
   58 2014  7  1  0  0  18.4  -0.7 
   58 2014  8  1  0  0  18.0  -0.2 
   58 2014  9  1  0  0  16.7   1.8 
   58 2014 10  1  0  0  13.7   3.6 
   58 2014 11  1  0  0   8.2   3.2 
   58 2014 12  1  0  0   4.3   2.5 
   58 2015  1  1  0  0   2.6   1.8 
   58 2015  2  1  0  0   1.7  -0.6 
   58 2015  3  1  0  0   7.3   2.2 
   58 2015  4  1  0  0  11.2   2.4 
   58 2015  5  1  0  0  15.3   2.3 
   58 2015  6  1  0  0  19.9   3.4 
   58 2015  7  1  0  0  24.2   5.1 
   58 2015  8  1  0  0  20.8   2.6 
   58 2015  9  1  0  0  14.8  -0.1 

   58 2015 10  1  0  0  10.1   0.0 
   58 2015 11  1  0  0   7.1   2.1 
   58 2015 12  1  0  0   3.9   2.1 
   58 2016  1  1  0  0   4.2   3.4 
   58 2016  2  1  0  0   5.0   2.7 
   58 2016  3  1  0  0   5.7   0.6 
   58 2016  4  1  0  0  10.0   1.2 
   58 2016  5  1  0  0  13.3   0.3 
   58 2016  6  1  0  0  17.7   1.2 
   58 2016  7  1  0  0  20.8   1.7 
   58 2016  8  1  0  0  20.4   2.2 
   58 2016  9  1  0  0  18.0   3.1 
   58 2016 10  1  0  0   9.9  -0.2 
   58 2016 11  1  0  0   6.2   1.2 
   58 2016 12  1  0  0   1.4  -0.4 
   58 2017  1  1  0  0  -1.2  -2.0 
   58 2017  2  1  0  0   4.8   2.5 
   58 2017  3  1  0  0   8.7   3.6 
   58 2017  4  1  0  0  10.5   1.7 
   58 2017  5  1  0  0  15.0   2.0 
   58 2017  6  1  0  0  20.9   4.4 
   58 2017  7  1  0  0  21.4   2.3 
   58 2017  8  1  0  0  21.2   3.0 
   58 2017  9  1  0  0  14.1  -0.8 
   58 2017 10  1  0  0  11.8   1.7 
   58 2017 11  1  0  0   5.7   0.7 
   58 2017 12  1  0  0   2.5   0.7 
   58 2018  1  1  0  0   6.0   5.2 
   58 2018  2  1  0  0   1.2  -1.1 
   58 2018  3  1  0  0   5.3   0.2 
   58 2018  4  1  0  0  13.3   4.5 
   58 2018  5  1  0  0  15.5   2.5 
   58 2018  6  1  0  0  19.7   3.2 
   58 2018  7  1  0  0  22.3   3.2 
   58 2018  8  1  0  0  21.7   3.2 
   58 2018  9  1  0  0  17.9   3.2 
