18:08:43   27.08.2018             Programme Climap                  MeteoSuisse
Heures en UTC 0040 (UTC)  =  01:40 heures Heure d'hiver  =  02:40 heures Heure d'été
Période: 01.01.1753 00:00  -  01.12.2018 00:00 UTC 32767 -> Valeur manquante
nombre de stations  1
    58	Genève / Cointrin        411 m s.m.	498905/ 122632
nombre de paramètres  2
  1802  température de l'air à 2 m du sol; moyenne mensuelle homogène  [°C]
  1649  température de l'air à 2 m du sol; déviation de la moyenne mensuelle homogène par rapport à la norme 6190  [°C]

  STA JAHR MO TG HH MM  1802  1649
   58 1916  2  1  0  0   2.1  -0.2 
   58 1916  3  1  0  0   4.4  -0.7 
   58 1916  4  1  0  0   8.5  -0.3 
   58 1916  5  1  0  0  13.8   0.8 
   58 1916  6  1  0  0  14.4  -2.1 
   58 1916  7  1  0  0  17.3  -1.8 
   58 1916  8  1  0  0  17.3  -0.9 
   58 1916  9  1  0  0  12.2  -2.7 
   58 1916 10  1  0  0   9.2  -0.9 
   58 1916 11  1  0  0   4.7  -0.3 
   58 1916 12  1  0  0   2.1   0.3 
   58 1917  1  1  0  0  -1.5  -2.3 
   58 1917  2  1  0  0  -1.7  -4.0 
   58 1917  3  1  0  0   2.5  -2.6 
   58 1917  4  1  0  0   6.1  -2.7 
   58 1917  5  1  0  0  15.5   2.5 
   58 1917  6  1  0  0  18.3   1.8 
   58 1917  7  1  0  0  18.2  -0.9 
   58 1917  8  1  0  0  16.4  -1.8 
   58 1917  9  1  0  0  16.0   1.1 
   58 1917 10  1  0  0   7.5  -2.6 
   58 1917 11  1  0  0   4.0  -1.0 
   58 1917 12  1  0  0  -2.7  -4.5 
   58 1918  1  1  0  0   0.3  -0.5 
   58 1918  2  1  0  0   1.2  -1.1 
   58 1918  3  1  0  0   4.1  -1.0 
   58 1918  4  1  0  0   8.0  -0.8 
   58 1918  5  1  0  0  14.5   1.5 
   58 1918  6  1  0  0  14.7  -1.8 
   58 1918  7  1  0  0  18.0  -1.1 
   58 1918  8  1  0  0  17.9  -0.3 
   58 1918  9  1  0  0  14.7  -0.2 
   58 1918 10  1  0  0   7.5  -2.6 
   58 1918 11  1  0  0   4.7  -0.3 
   58 1918 12  1  0  0   3.9   2.1 
   58 1919  1  1  0  0   0.9   0.1 
   58 1919  2  1  0  0   1.3  -1.0 
   58 1919  3  1  0  0   4.7  -0.4 
   58 1919  4  1  0  0   5.9  -2.9 
   58 1919  5  1  0  0  13.1   0.1 
   58 1919  6  1  0  0  16.9   0.4 
   58 1919  7  1  0  0  15.5  -3.6 
   58 1919  8  1  0  0  19.9   1.7 
   58 1919  9  1  0  0  16.1   1.2 
   58 1919 10  1  0  0   6.3  -3.8 
   58 1919 11  1  0  0   2.9  -2.1 
   58 1919 12  1  0  0   2.8   1.0 
   58 1920  1  1  0  0   3.1   2.3 
   58 1920  2  1  0  0   2.7   0.4 
   58 1920  3  1  0  0   6.3   1.2 
   58 1920  4  1  0  0   9.3   0.5 
   58 1920  5  1  0  0  16.0   3.0 
   58 1920  6  1  0  0  16.6   0.1 
   58 1920  7  1  0  0  18.3  -0.8 
   58 1920  8  1  0  0  16.5  -1.7 
   58 1920  9  1  0  0  14.3  -0.6 
   58 1920 10  1  0  0   9.6  -0.5 
   58 1920 11  1  0  0   4.1  -0.9 
   58 1920 12  1  0  0   1.5  -0.3 
   58 1921  1  1  0  0   3.4   2.6 
   58 1921  2  1  0  0   1.3  -1.0 
   58 1921  3  1  0  0   5.9   0.8 
   58 1921  4  1  0  0   7.8  -1.0 
   58 1921  5  1  0  0  14.1   1.1 
   58 1921  6  1  0  0  17.8   1.3 
   58 1921  7  1  0  0  21.2   2.1 
   58 1921  8  1  0  0  18.1  -0.1 
   58 1921  9  1  0  0  15.7   0.8 
   58 1921 10  1  0  0  11.3   1.2 
   58 1921 11  1  0  0   2.4  -2.6 
   58 1921 12  1  0  0   1.6  -0.2 
   58 1922  1  1  0  0   0.1  -0.7 
   58 1922  2  1  0  0   1.9  -0.4 
   58 1922  3  1  0  0   5.3   0.2 
   58 1922  4  1  0  0   7.1  -1.7 
   58 1922  5  1  0  0  15.6   2.6 
   58 1922  6  1  0  0  17.4   0.9 
   58 1922  7  1  0  0  17.0  -2.1 
   58 1922  8  1  0  0  17.1  -1.1 
   58 1922  9  1  0  0  12.2  -2.7 
   58 1922 10  1  0  0   7.8  -2.3 
   58 1922 11  1  0  0   3.1  -1.9 
   58 1922 12  1  0  0   1.2  -0.6 
   58 1923  1  1  0  0   0.4  -0.4 
   58 1923  2  1  0  0   3.4   1.1 
   58 1923  3  1  0  0   5.6   0.5 
   58 1923  4  1  0  0   8.8   0.0 
   58 1923  5  1  0  0  12.8  -0.2 
   58 1923  6  1  0  0  13.8  -2.7 
   58 1923  7  1  0  0  20.9   1.8 
   58 1923  8  1  0  0  19.2   1.0 
   58 1923  9  1  0  0  14.1  -0.8 
   58 1923 10  1  0  0  11.2   1.1 
   58 1923 11  1  0  0   4.1  -0.9 
   58 1923 12  1  0  0   1.9   0.1 
   58 1924  1  1  0  0  -0.1  -0.9 
   58 1924  2  1  0  0  -0.8  -3.1 
   58 1924  3  1  0  0   4.8  -0.3 
   58 1924  4  1  0  0   9.3   0.5 
   58 1924  5  1  0  0  14.6   1.6 
   58 1924  6  1  0  0  16.6   0.1 
   58 1924  7  1  0  0  18.3  -0.8 
   58 1924  8  1  0  0  14.8  -3.4 
   58 1924  9  1  0  0  14.3  -0.6 
   58 1924 10  1  0  0   9.3  -0.8 
   58 1924 11  1  0  0   5.2   0.2 
   58 1924 12  1  0  0   1.1  -0.7 
   58 1925  1  1  0  0   1.8   1.0 
   58 1925  2  1  0  0   3.6   1.3 
   58 1925  3  1  0  0   2.7  -2.4 
   58 1925  4  1  0  0   8.8   0.0 
   58 1925  5  1  0  0  13.0   0.0 
   58 1925  6  1  0  0  17.5   1.0 
   58 1925  7  1  0  0  17.7  -1.4 
   58 1925  8  1  0  0  17.3  -0.9 
   58 1925  9  1  0  0  12.6  -2.3 
   58 1925 10  1  0  0  10.1   0.0 
   58 1925 11  1  0  0   3.3  -1.7 
   58 1925 12  1  0  0   2.0   0.2 
   58 1926  1  1  0  0   0.5  -0.3 
   58 1926  2  1  0  0   5.1   2.8 
   58 1926  3  1  0  0   5.4   0.3 
   58 1926  4  1  0  0   9.8   1.0 
   58 1926  5  1  0  0  11.3  -1.7 
   58 1926  6  1  0  0  14.2  -2.3 
   58 1926  7  1  0  0  17.9  -1.2 
   58 1926  8  1  0  0  18.0  -0.2 
   58 1926  9  1  0  0  16.6   1.7 
   58 1926 10  1  0  0  10.5   0.4 
   58 1926 11  1  0  0   6.7   1.7 
   58 1926 12  1  0  0  -0.3  -2.1 
   58 1927  1  1  0  0   1.2   0.4 
   58 1927  2  1  0  0   1.2  -1.1 
   58 1927  3  1  0  0   5.7   0.6 
   58 1927  4  1  0  0   9.8   1.0 
   58 1927  5  1  0  0  14.4   1.4 
   58 1927  6  1  0  0  16.6   0.1 
   58 1927  7  1  0  0  18.3  -0.8 
   58 1927  8  1  0  0  16.7  -1.5 
   58 1927  9  1  0  0  14.2  -0.7 
   58 1927 10  1  0  0   8.8  -1.3 
   58 1927 11  1  0  0   4.8  -0.2 
   58 1927 12  1  0  0   1.5  -0.3 
   58 1928  1  1  0  0   2.1   1.3 
   58 1928  2  1  0  0   3.0   0.7 
   58 1928  3  1  0  0   6.1   1.0 
   58 1928  4  1  0  0   8.5  -0.3 
   58 1928  5  1  0  0  11.4  -1.6 
   58 1928  6  1  0  0  17.2   0.7 
   58 1928  7  1  0  0  22.3   3.2 
   58 1928  8  1  0  0  20.3   2.1 
   58 1928  9  1  0  0  14.7  -0.2 
   58 1928 10  1  0  0   9.0  -1.1 
   58 1928 11  1  0  0   6.3   1.3 
   58 1928 12  1  0  0   1.3  -0.5 
   58 1929  1  1  0  0  -3.1  -3.9 
   58 1929  2  1  0  0  -4.3  -6.6 
   58 1929  3  1  0  0   4.3  -0.8 
   58 1929  4  1  0  0   7.2  -1.6 
   58 1929  5  1  0  0  13.6   0.6 
   58 1929  6  1  0  0  17.7   1.2 
   58 1929  7  1  0  0  19.5   0.4 
   58 1929  8  1  0  0  17.8  -0.4 
   58 1929  9  1  0  0  17.0   2.1 
   58 1929 10  1  0  0  10.2   0.1 
   58 1929 11  1  0  0   4.8  -0.2 
   58 1929 12  1  0  0   4.4   2.6 
   58 1930  1  1  0  0   2.2   1.4 
   58 1930  2  1  0  0   1.6  -0.7 
   58 1930  3  1  0  0   5.9   0.8 
   58 1930  4  1  0  0   9.4   0.6 
   58 1930  5  1  0  0  11.8  -1.2 
   58 1930  6  1  0  0  19.0   2.5 
   58 1930  7  1  0  0  17.5  -1.6 
   58 1930  8  1  0  0  17.9  -0.3 
   58 1930  9  1  0  0  15.6   0.7 
   58 1930 10  1  0  0   9.4  -0.7 
   58 1930 11  1  0  0   7.2   2.2 
   58 1930 12  1  0  0   2.4   0.6 
   58 1931  1  1  0  0   1.6   0.8 
   58 1931  2  1  0  0   0.6  -1.7 
   58 1931  3  1  0  0   3.4  -1.7 
   58 1931  4  1  0  0   8.3  -0.5 
   58 1931  5  1  0  0  15.0   2.0 
   58 1931  6  1  0  0  19.2   2.7 
   58 1931  7  1  0  0  17.7  -1.4 
   58 1931  8  1  0  0  16.0  -2.2 
   58 1931  9  1  0  0  10.8  -4.1 
   58 1931 10  1  0  0   8.4  -1.7 
   58 1931 11  1  0  0   6.3   1.3 
   58 1931 12  1  0  0   0.4  -1.4 
   58 1932  1  1  0  0   0.8   0.0 
   58 1932  2  1  0  0  -1.8  -4.1 
   58 1932  3  1  0  0   3.6  -1.5 
   58 1932  4  1  0  0   7.4  -1.4 
   58 1932  5  1  0  0  11.9  -1.1 
   58 1932  6  1  0  0  16.0  -0.5 
   58 1932  7  1  0  0  17.3  -1.8 
   58 1932  8  1  0  0  20.1   1.9 
   58 1932  9  1  0  0  17.5   2.6 
   58 1932 10  1  0  0  10.1   0.0 
   58 1932 11  1  0  0   5.4   0.4 
   58 1932 12  1  0  0   1.5  -0.3 
   58 1933  1  1  0  0  -2.0  -2.8 
   58 1933  2  1  0  0   1.8  -0.5 
   58 1933  3  1  0  0   5.3   0.2 
   58 1933  4  1  0  0  10.2   1.4 
   58 1933  5  1  0  0  12.4  -0.6 
   58 1933  6  1  0  0  14.4  -2.1 
   58 1933  7  1  0  0  19.7   0.6 
   58 1933  8  1  0  0  19.5   1.3 
   58 1933  9  1  0  0  15.4   0.5 
   58 1933 10  1  0  0   9.9  -0.2 
   58 1933 11  1  0  0   3.8  -1.2 
   58 1933 12  1  0  0  -2.5  -4.3 
   58 1934  1  1  0  0   0.4  -0.4 
   58 1934  2  1  0  0   0.5  -1.8 
   58 1934  3  1  0  0   4.8  -0.3 
   58 1934  4  1  0  0  10.5   1.7 
   58 1934  5  1  0  0  15.2   2.2 
   58 1934  6  1  0  0  17.5   1.0 
   58 1934  7  1  0  0  20.0   0.9 
   58 1934  8  1  0  0  17.0  -1.2 
   58 1934  9  1  0  0  15.9   1.0 
   58 1934 10  1  0  0   9.5  -0.6 
   58 1934 11  1  0  0   3.5  -1.5 
   58 1934 12  1  0  0   4.8   3.0 
   58 1935  1  1  0  0  -1.0  -1.8 
   58 1935  2  1  0  0   3.2   0.9 
   58 1935  3  1  0  0   4.3  -0.8 
   58 1935  4  1  0  0   8.5  -0.3 
   58 1935  5  1  0  0  12.0  -1.0 
   58 1935  6  1  0  0  18.5   2.0 
   58 1935  7  1  0  0  20.3   1.2 
   58 1935  8  1  0  0  17.3  -0.9 
   58 1935  9  1  0  0  15.5   0.6 
   58 1935 10  1  0  0   9.7  -0.4 
   58 1935 11  1  0  0   5.8   0.8 
   58 1935 12  1  0  0   1.0  -0.8 
   58 1936  1  1  0  0   4.6   3.8 
   58 1936  2  1  0  0   2.1  -0.2 
   58 1936  3  1  0  0   6.3   1.2 
   58 1936  4  1  0  0   8.1  -0.7 
   58 1936  5  1  0  0  14.0   1.0 
   58 1936  6  1  0  0  16.5   0.0 
   58 1936  7  1  0  0  17.3  -1.8 
   58 1936  8  1  0  0  17.7  -0.5 
   58 1936  9  1  0  0  14.9   0.0 
   58 1936 10  1  0  0   6.6  -3.5 
   58 1936 11  1  0  0   5.3   0.3 
   58 1936 12  1  0  0   2.1   0.3 
   58 1937  1  1  0  0   2.2   1.4 
   58 1937  2  1  0  0   4.7   2.4 
   58 1937  3  1  0  0   3.7  -1.4 
   58 1937  4  1  0  0   9.1   0.3 
   58 1937  5  1  0  0  14.7   1.7 
   58 1937  6  1  0  0  17.8   1.3 
   58 1937  7  1  0  0  19.7   0.6 
   58 1937  8  1  0  0  18.7   0.5 
   58 1937  9  1  0  0  14.2  -0.7 
   58 1937 10  1  0  0   9.7  -0.4 
   58 1937 11  1  0  0   4.5  -0.5 
   58 1937 12  1  0  0   0.6  -1.2 
   58 1938  1  1  0  0   1.9   1.1 
   58 1938  2  1  0  0   0.7  -1.6 
   58 1938  3  1  0  0   7.1   2.0 
   58 1938  4  1  0  0   7.1  -1.7 
   58 1938  5  1  0  0  11.9  -1.1 
   58 1938  6  1  0  0  17.8   1.3 
   58 1938  7  1  0  0  17.9  -1.2 
   58 1938  8  1  0  0  17.7  -0.5 
   58 1938  9  1  0  0  15.0   0.1 
   58 1938 10  1  0  0   9.9  -0.2 
   58 1938 11  1  0  0   6.6   1.6 
   58 1938 12  1  0  0  -0.4  -2.2 
   58 1939  1  1  0  0   2.7   1.9 
   58 1939  2  1  0  0   1.8  -0.5 
   58 1939  3  1  0  0   2.6  -2.5 
   58 1939  4  1  0  0   9.9   1.1 
   58 1939  5  1  0  0  10.3  -2.7 
   58 1939  6  1  0  0  16.6   0.1 
   58 1939  7  1  0  0  17.6  -1.5 
   58 1939  8  1  0  0  17.7  -0.5 
   58 1939  9  1  0  0  14.0  -0.9 
   58 1939 10  1  0  0   9.0  -1.1 
   58 1939 11  1  0  0   6.7   1.7 
   58 1939 12  1  0  0   0.7  -1.1 
   58 1940  1  1  0  0  -3.5  -4.3 
   58 1940  2  1  0  0   1.6  -0.7 
   58 1940  3  1  0  0   5.3   0.2 
   58 1940  4  1  0  0   9.0   0.2 
   58 1940  5  1  0  0  13.2   0.2 
   58 1940  6  1  0  0  16.1  -0.4 
   58 1940  7  1  0  0  17.4  -1.7 
   58 1940  8  1  0  0  17.1  -1.1 
   58 1940  9  1  0  0  15.0   0.1 
   58 1940 10  1  0  0   9.3  -0.8 
   58 1940 11  1  0  0   5.9   0.9 
   58 1940 12  1  0  0  -2.6  -4.4 
   58 1941  1  1  0  0  -0.8  -1.6 
   58 1941  2  1  0  0   1.9  -0.4 
   58 1941  3  1  0  0   5.5   0.4 
   58 1941  4  1  0  0   7.8  -1.0 
   58 1941  5  1  0  0   9.8  -3.2 
   58 1941  6  1  0  0  16.9   0.4 
   58 1941  7  1  0  0  19.9   0.8 
   58 1941  8  1  0  0  16.8  -1.4 
   58 1941  9  1  0  0  13.8  -1.1 
   58 1941 10  1  0  0   8.5  -1.6 
   58 1941 11  1  0  0   4.3  -0.7 
   58 1941 12  1  0  0   0.6  -1.2 
   58 1942  1  1  0  0  -2.9  -3.7 
   58 1942  2  1  0  0  -2.4  -4.7 
   58 1942  3  1  0  0   5.8   0.7 
   58 1942  4  1  0  0   9.5   0.7 
   58 1942  5  1  0  0  13.7   0.7 
   58 1942  6  1  0  0  17.3   0.8 
   58 1942  7  1  0  0  19.3   0.2 
   58 1942  8  1  0  0  19.1   0.9 
   58 1942  9  1  0  0  16.8   1.9 
   58 1942 10  1  0  0  11.3   1.2 
   58 1942 11  1  0  0   3.8  -1.2 
   58 1942 12  1  0  0   0.8  -1.0 
   58 1943  1  1  0  0   1.1   0.3 
   58 1943  2  1  0  0   2.8   0.5 
   58 1943  3  1  0  0   6.5   1.4 
   58 1943  4  1  0  0  10.4   1.6 
   58 1943  5  1  0  0  14.5   1.5 
   58 1943  6  1  0  0  16.4  -0.1 
   58 1943  7  1  0  0  19.2   0.1 
   58 1943  8  1  0  0  19.9   1.7 
   58 1943  9  1  0  0  15.6   0.7 
   58 1943 10  1  0  0  11.7   1.6 
   58 1943 11  1  0  0   4.2  -0.8 
   58 1943 12  1  0  0   2.0   0.2 
   58 1944  1  1  0  0   1.2   0.4 
   58 1944  2  1  0  0  -0.9  -3.2 
   58 1944  3  1  0  0   3.3  -1.8 
   58 1944  4  1  0  0  11.0   2.2 
   58 1944  5  1  0  0  14.1   1.1 
   58 1944  6  1  0  0  16.7   0.2 
   58 1944  7  1  0  0  18.9  -0.2 
   58 1944  8  1  0  0  21.9   3.7 
   58 1944  9  1  0  0  14.4  -0.5 
   58 1944 10  1  0  0   8.4  -1.7 
   58 1944 11  1  0  0   5.1   0.1 
   58 1944 12  1  0  0   0.9  -0.9 
   58 1945  1  1  0  0  -3.6  -4.4 
   58 1945  2  1  0  0   3.8   1.5 
   58 1945  3  1  0  0   6.5   1.4 
   58 1945  4  1  0  0  11.6   2.8 
   58 1945  5  1  0  0  15.3   2.3 
   58 1945  6  1  0  0  19.8   3.3 
   58 1945  7  1  0  0  20.9   1.8 
   58 1945  8  1  0  0  17.9  -0.3 
   58 1945  9  1  0  0  16.1   1.2 
   58 1945 10  1  0  0  10.0  -0.1 
   58 1945 11  1  0  0   3.7  -1.3 
   58 1945 12  1  0  0   1.9   0.1 
   58 1946  1  1  0  0  -0.9  -1.7 
   58 1946  2  1  0  0   4.6   2.3 
   58 1946  3  1  0  0   6.3   1.2 
   58 1946  4  1  0  0  11.7   2.9 
   58 1946  5  1  0  0  14.2   1.2 
   58 1946  6  1  0  0  16.5   0.0 
   58 1946  7  1  0  0  20.1   1.0 
   58 1946  8  1  0  0  18.1  -0.1 
   58 1946  9  1  0  0  15.1   0.2 
   58 1946 10  1  0  0   9.0  -1.1 
   58 1946 11  1  0  0   4.6  -0.4 
   58 1946 12  1  0  0   0.2  -1.6 
   58 1947  1  1  0  0  -1.8  -2.6 
   58 1947  2  1  0  0   0.0  -2.3 
   58 1947  3  1  0  0   6.0   0.9 
   58 1947  4  1  0  0  12.1   3.3 
   58 1947  5  1  0  0  15.5   2.5 
   58 1947  6  1  0  0  19.1   2.6 
   58 1947  7  1  0  0  21.0   1.9 
   58 1947  8  1  0  0  21.2   3.0 
   58 1947  9  1  0  0  17.4   2.5 
   58 1947 10  1  0  0  10.6   0.5 
   58 1947 11  1  0  0   7.2   2.2 
   58 1947 12  1  0  0   2.3   0.5 
   58 1948  1  1  0  0   3.7   2.9 
   58 1948  2  1  0  0   2.4   0.1 
   58 1948  3  1  0  0   9.0   3.9 
   58 1948  4  1  0  0   9.8   1.0 
   58 1948  5  1  0  0  14.6   1.6 
   58 1948  6  1  0  0  16.0  -0.5 
   58 1948  7  1  0  0  16.7  -2.4 
   58 1948  8  1  0  0  18.2   0.0 
   58 1948  9  1  0  0  14.1  -0.8 
   58 1948 10  1  0  0  10.7   0.6 
   58 1948 11  1  0  0   5.1   0.1 
   58 1948 12  1  0  0   1.1  -0.7 
   58 1949  1  1  0  0   1.2   0.4 
   58 1949  2  1  0  0   1.7  -0.6 
   58 1949  3  1  0  0   3.6  -1.5 
   58 1949  4  1  0  0  12.1   3.3 
   58 1949  5  1  0  0  12.0  -1.0 
   58 1949  6  1  0  0  17.3   0.8 
   58 1949  7  1  0  0  21.1   2.0 
   58 1949  8  1  0  0  20.0   1.8 
   58 1949  9  1  0  0  18.1   3.2 
   58 1949 10  1  0  0  11.4   1.3 
   58 1949 11  1  0  0   4.9  -0.1 
   58 1949 12  1  0  0   4.0   2.2 
   58 1950  1  1  0  0   0.3  -0.5 
   58 1950  2  1  0  0   3.8   1.5 
   58 1950  3  1  0  0   6.1   1.0 
   58 1950  4  1  0  0   8.1  -0.7 
   58 1950  5  1  0  0  15.1   2.1 
   58 1950  6  1  0  0  19.7   3.2 
   58 1950  7  1  0  0  21.8   2.7 
   58 1950  8  1  0  0  19.1   0.9 
   58 1950  9  1  0  0  15.0   0.1 
   58 1950 10  1  0  0   9.9  -0.2 
   58 1950 11  1  0  0   6.5   1.5 
   58 1950 12  1  0  0  -0.1  -1.9 
   58 1951  1  1  0  0   1.8   1.0 
   58 1951  2  1  0  0   2.6   0.3 
   58 1951  3  1  0  0   4.6  -0.5 
   58 1951  4  1  0  0   9.2   0.4 
   58 1951  5  1  0  0  12.3  -0.7 
   58 1951  6  1  0  0  16.4  -0.1 
   58 1951  7  1  0  0  18.9  -0.2 
   58 1951  8  1  0  0  18.2   0.0 
   58 1951  9  1  0  0  15.4   0.5 
   58 1951 10  1  0  0   9.6  -0.5 
   58 1951 11  1  0  0   6.1   1.1 
   58 1951 12  1  0  0   0.5  -1.3 
   58 1952  1  1  0  0  -0.3  -1.1 
   58 1952  2  1  0  0  -0.6  -2.9 
   58 1952  3  1  0  0   6.7   1.6 
   58 1952  4  1  0  0  10.9   2.1 
   58 1952  5  1  0  0  14.6   1.6 
   58 1952  6  1  0  0  19.0   2.5 
   58 1952  7  1  0  0  22.4   3.3 
   58 1952  8  1  0  0  19.0   0.8 
   58 1952  9  1  0  0  12.2  -2.7 
   58 1952 10  1  0  0   9.8  -0.3 
   58 1952 11  1  0  0   3.9  -1.1 
   58 1952 12  1  0  0   1.7  -0.1 
   58 1953  1  1  0  0  -1.7  -2.5 
   58 1953  2  1  0  0  -0.3  -2.6 
   58 1953  3  1  0  0   5.9   0.8 
   58 1953  4  1  0  0  10.1   1.3 
   58 1953  5  1  0  0  15.2   2.2 
   58 1953  6  1  0  0  15.6  -0.9 
   58 1953  7  1  0  0  19.5   0.4 
   58 1953  8  1  0  0  18.6   0.4 
   58 1953  9  1  0  0  15.8   0.9 
   58 1953 10  1  0  0  11.3   1.2 
   58 1953 11  1  0  0   3.8  -1.2 
   58 1953 12  1  0  0   2.8   1.0 
   58 1954  1  1  0  0  -0.9  -1.7 
   58 1954  2  1  0  0   0.2  -2.1 
   58 1954  3  1  0  0   6.2   1.1 
   58 1954  4  1  0  0   7.6  -1.2 
   58 1954  5  1  0  0  12.5  -0.5 
   58 1954  6  1  0  0  17.8   1.3 
   58 1954  7  1  0  0  17.3  -1.8 
   58 1954  8  1  0  0  17.2  -1.0 
   58 1954  9  1  0  0  15.4   0.5 
   58 1954 10  1  0  0  10.0  -0.1 
   58 1954 11  1  0  0   6.3   1.3 
   58 1954 12  1  0  0   3.4   1.6 
   58 1955  1  1  0  0   2.0   1.2 
   58 1955  2  1  0  0   1.7  -0.6 
   58 1955  3  1  0  0   3.6  -1.5 
   58 1955  4  1  0  0  10.1   1.3 
   58 1955  5  1  0  0  13.3   0.3 
   58 1955  6  1  0  0  16.9   0.4 
   58 1955  7  1  0  0  19.0  -0.1 
   58 1955  8  1  0  0  18.2   0.0 
   58 1955  9  1  0  0  14.5  -0.4 
   58 1955 10  1  0  0   9.0  -1.1 
   58 1955 11  1  0  0   4.0  -1.0 
   58 1955 12  1  0  0   4.6   2.8 
   58 1956  1  1  0  0   2.9   2.1 
   58 1956  2  1  0  0  -7.1  -9.4 
   58 1956  3  1  0  0   5.0  -0.1 
   58 1956  4  1  0  0   7.7  -1.1 
   58 1956  5  1  0  0  14.4   1.4 
   58 1956  6  1  0  0  15.6  -0.9 
   58 1956  7  1  0  0  18.5  -0.6 
   58 1956  8  1  0  0  16.2  -2.0 
   58 1956  9  1  0  0  15.6   0.7 
   58 1956 10  1  0  0   8.1  -2.0 
   58 1956 11  1  0  0   3.4  -1.6 
   58 1956 12  1  0  0   1.9   0.1 
   58 1957  1  1  0  0  -1.1  -1.9 
   58 1957  2  1  0  0   4.8   2.5 
   58 1957  3  1  0  0   8.1   3.0 
   58 1957  4  1  0  0   9.1   0.3 
   58 1957  5  1  0  0  11.0  -2.0 
   58 1957  6  1  0  0  16.4  -0.1 
   58 1957  7  1  0  0  18.5  -0.6 
   58 1957  8  1  0  0  17.0  -1.2 
   58 1957  9  1  0  0  14.2  -0.7 
   58 1957 10  1  0  0   8.9  -1.2 
   58 1957 11  1  0  0   5.6   0.6 
   58 1957 12  1  0  0   1.2  -0.6 
   58 1958  1  1  0  0   0.6  -0.2 
   58 1958  2  1  0  0   4.4   2.1 
   58 1958  3  1  0  0   2.7  -2.4 
   58 1958  4  1  0  0   6.7  -2.1 
   58 1958  5  1  0  0  14.9   1.9 
   58 1958  6  1  0  0  15.6  -0.9 
   58 1958  7  1  0  0  18.6  -0.5 
   58 1958  8  1  0  0  18.3   0.1 
   58 1958  9  1  0  0  16.5   1.6 
   58 1958 10  1  0  0   8.6  -1.5 
   58 1958 11  1  0  0   4.7  -0.3 
   58 1958 12  1  0  0   3.6   1.8 
   58 1959  1  1  0  0   1.5   0.7 
   58 1959  2  1  0  0   1.6  -0.7 
   58 1959  3  1  0  0   7.3   2.2 
   58 1959  4  1  0  0   9.5   0.7 
   58 1959  5  1  0  0  14.0   1.0 
   58 1959  6  1  0  0  17.2   0.7 
   58 1959  7  1  0  0  20.7   1.6 
   58 1959  8  1  0  0  18.0  -0.2 
   58 1959  9  1  0  0  16.2   1.3 
   58 1959 10  1  0  0   9.5  -0.6 
   58 1959 11  1  0  0   3.4  -1.6 
   58 1959 12  1  0  0   3.5   1.7 
   58 1960  1  1  0  0   0.7  -0.1 
   58 1960  2  1  0  0   3.1   0.8 
   58 1960  3  1  0  0   6.5   1.4 
   58 1960  4  1  0  0   9.3   0.5 
   58 1960  5  1  0  0  14.7   1.7 
   58 1960  6  1  0  0  18.0   1.5 
   58 1960  7  1  0  0  17.0  -2.1 
   58 1960  8  1  0  0  17.1  -1.1 
   58 1960  9  1  0  0  12.7  -2.2 
   58 1960 10  1  0  0   9.1  -1.0 
   58 1960 11  1  0  0   6.8   1.8 
   58 1960 12  1  0  0   1.7  -0.1 
   58 1961  1  1  0  0   1.7   0.9 
   58 1961  2  1  0  0   4.8   2.5 
   58 1961  3  1  0  0   7.0   1.9 
   58 1961  4  1  0  0  11.7   2.9 
   58 1961  5  1  0  0  12.5  -0.5 
   58 1961  6  1  0  0  17.4   0.9 
   58 1961  7  1  0  0  17.7  -1.4 
   58 1961  8  1  0  0  17.6  -0.6 
   58 1961  9  1  0  0  17.8   2.9 
   58 1961 10  1  0  0  10.8   0.7 
   58 1961 11  1  0  0   4.8  -0.2 
   58 1961 12  1  0  0   3.0   1.2 
   58 1962  1  1  0  0   2.8   2.0 
   58 1962  2  1  0  0   1.3  -1.0 
   58 1962  3  1  0  0   2.8  -2.3 
   58 1962  4  1  0  0   8.7  -0.1 
   58 1962  5  1  0  0  11.8  -1.2 
   58 1962  6  1  0  0  16.1  -0.4 
   58 1962  7  1  0  0  18.1  -1.0 
   58 1962  8  1  0  0  20.3   2.1 
   58 1962  9  1  0  0  14.9   0.0 
   58 1962 10  1  0  0  10.0  -0.1 
   58 1962 11  1  0  0   3.1  -1.9 
   58 1962 12  1  0  0  -1.1  -2.9 
   58 1963  1  1  0  0  -4.1  -4.9 
   58 1963  2  1  0  0  -2.6  -4.9 
   58 1963  3  1  0  0   4.1  -1.0 
   58 1963  4  1  0  0   9.9   1.1 
   58 1963  5  1  0  0  12.7  -0.3 
   58 1963  6  1  0  0  16.0  -0.5 
   58 1963  7  1  0  0  19.5   0.4 
   58 1963  8  1  0  0  16.4  -1.8 
   58 1963  9  1  0  0  14.6  -0.3 
   58 1963 10  1  0  0   8.9  -1.2 
   58 1963 11  1  0  0   7.5   2.5 
   58 1963 12  1  0  0  -0.9  -2.7 
   58 1964  1  1  0  0  -1.5  -2.3 
   58 1964  2  1  0  0   3.2   0.9 
   58 1964  3  1  0  0   4.5  -0.6 
   58 1964  4  1  0  0   9.8   1.0 
   58 1964  5  1  0  0  14.6   1.6 
   58 1964  6  1  0  0  17.8   1.3 
